id	sentence1	sentence2	is_duplicate
156	Routes 2 and 5 run on weekdays only , stopping already at 6pm .	Routes 2 and 5 run on weekdays already , stopping only at 6pm .	0
157	Although built into a substantial ( and heavy ) chipboard case , the Polysix has some reliability problems .	Although built into a heavy ( and substantial ) chipboard case , the Polysix has some reliability problems .	1
158	Lott , John R. , Jr. ( 1996 ) . `` Armen A. Alchian 's Influence on Economics . '' Economic Inquiry 34 ( 3 )	Armen A. Alchian , John R. , Jr. ( 1996 ) . `` Lott 's Influence on Economics . '' Economic Inquiry 34 ( 3 )	0
159	Upon the beak there are old threads crossed obliquely by the plications of the small irregular beaks .	Upon the beak there are small irregular threads crossed obliquely by the plications of the old beaks .	0
160	The line was permanent , and on the broad gauge with single sleepers and bridge rails . The GWR would work the line including maintaining the longitudinal way .	The line was single , and on the broad gauge with longitudinal sleepers and bridge rails . The GWR would work the line including maintaining the permanent way .	0
161	An operator that is compact as defined above is said to be nuclear or trace-class if	An operator that is nuclear as defined above is said to be compact or trace-class if	0
162	Williams and Thomas teamed up with Morgan and Roberts , from Chester , after meeting at The Haçienda in Manchester during the 1980s .	Roberts teamed up with Morgan and Williams and Thomas , from Chester , after meeting at The Haçienda in Manchester during the 1980s .	0
163	During the inspirational-season the Titans lost off five-eighth Mat Rogers to retirement .	During the off-season the Titans lost inspirational five-eighth Mat Rogers to retirement .	0
164	`` 6 . Ball must be carried every 10 or 20 yards if bounced .	`` 6 . Ball must be bounced every 10 or 20 yards if carried . ''	0
165	As at March 2015 , the fleet consisted of 26 buses and two coaches . Fleet livery is red , yellow and green with white stripes .	As at March 2015 , the fleet consisted of 26 buses and two coaches . Fleet livery is white with red , yellow and green stripes .	0
166	Their music often utilises traditional instruments beside electronic music .	Their music often utilises electronic instruments beside traditional music .	0
167	For atmospheric air , the mass flow may be wet or dry ( including or excluding humidity ) .	For mass air , the atmospheric flow may be wet or dry ( including or excluding humidity ) .	0
168	One recurrent theme is the moral certainty of the older generation as contrasted with the anomie of the younger .	One recurrent theme is the moral certainty of the younger generation as contrasted with the anomie of the older .	0
169	He failed to encourage enough senators to finance the building and maintenance of networks of roads in Italy in 20 BC , but he undertook direct responsibility for them .	He failed to finance enough senators to encourage the building and maintenance of networks of roads in Italy in 20 BC , but he undertook direct responsibility for them .	0
170	It was partially superseded by the 1926 August Novelization , and adjusted by the Polish Constitution of 1935 ( April Constitution ) .	It was partially adjusted by the 1926 August Novelization , and superseded by the Polish Constitution of 1935 ( April Constitution ) .	0
171	`` Seven Year Ache '' was Cash 's fourth-issued single and her first single released in 1981 .	`` Seven Year Ache '' was Cash 's fourth-released single and her first single issued in 1981 .	0
172	Goulding was elected at the 1895 general election as the Member of Parliament ( MP ) for the Wiltshire division of Devizes .	Goulding was elected at the 1895 general election as the Member of Parliament ( MP ) for the Devizes division of Wiltshire .	0
173	Then a trio of three young men , drug-hazed and violent , enter the wagon , notice the young girl and brutally gang-rape her .	Then a trio of three young men , drug-hazed and violent , notice the wagon , enter the young girl and brutally gang-rape her .	0
174	Vin Gonzales is a main character , a supporting character of Spider-Man in Marvel Comics ' fictional shared universe .	Vin Gonzales is a fictional character , a supporting character of Spider-Man in Marvel Comics ' main shared universe .	0
175	Chevarambalam is a suburb of Kozhikode city . This residential layout lies between the Mavoor Road and the Wayanad Road .	Chevarambalam is a suburb of Kozhikode city . This residential layout lies between the Wayanad Road and the Mavoor Road .	1
176	Part of that involved inculcating great norms and values , such as military discipline and sense of responsibility .	Part of that involved inculcating military norms and values , such as great discipline and sense of responsibility .	0
177	Youth of Today is currently composed of Cappo and guitarist John Porcelly , both founding members , as well as bassist Walter Schreifels and drummer Sammy Siegler .	Youth of Today is currently composed of Cappo and guitarist Walter Schreifels , both founding members , as well as bassist Sammy Siegler and drummer John Porcelly .	0
178	ISO 19134 : 2007 `` Multimodal information -Location-based services - Geographic routing and navigation '' .	ISO 19134 : 2007 `` Geographic information -- Location-based services -- Multimodal routing and navigation ''	0
179	Frank is man on the run . With time running out , Frank Harden must find his redemption before it is too late .	Frank Harden is man on the run . With time running out , Frank must find his redemption before it is too late .	1
180	However , after Daffy offers a helpful suggestion to his card game ( `` Say , why do n't you play your red jack on the black queen ?	However , after Daffy offers a helpful suggestion to his card game ( `` Say , why do n't you play your black jack on the red queen ? '' )	0
181	The French legislative constituency of Seine-et-Marne is a 6th constituency in the Seine-et-Marne `` département '' .	The 6th constituency of Seine-et-Marne is a French legislative constituency in the Seine-et-Marne `` département '' .	0
182	Jimmy White won the title for the second time , beating Willie Thorne 9 -- 5 in the final .	Willie Thorne won the title for the second time , beating Jimmy White 9 -- 5 in the final .	0
183	It occurs in the green prismatic system and crystallizes as encrustations and well formed monoclinic-vitreous blue crystals .	It crystallizes in the monoclinic system and occurs as encrustations and well formed vitreous blue-green prismatic crystals .	0
